Company_ID,Legal_Entity_Name,PAN_Number,Financial_Year,Quarter,Customer_ID,Customer_Name,TAN_Number,Invoice_Number,Invoice_Date,Invoice_Amount,GST_Amount,Payment_Date,Gross_Payment,Payment_Method,Bank_Name,Bank_Account_Number,Receipt_Reference,TDS_Applicable,TDS_Section,TDS_Rate,TDS_Deducted,Form26AS_Credit,AIS_Credit,Difference_Amount,Credit_Status,Compliance_Status,Evidence_Status,Risk_Score,Narration
128,Meeveo,XYZW5678P,2021,Q4,128,Rafael Curtain,LMNO90123Q,INV-2020-000456,6/13/2020,9394.15,340.13,9/21/2021,3289.29,Bank Transfer,Livetube,1071852862,UTR250402000456,false,194J,2.03,851.73,453.09,318.86,460.29,Missing Credit,Needs Review,Ready,4,Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.
129,Tazzy,ABCDE1234F,2021,Q2,129,Jonah Spaven,LMNO90123Q,INV-2020-000456,6/4/2020,1535.42,974.95,1/22/2021,1900.01,Credit Card,Wikibox,5445793185,TXN250401000123,false,194C,5.69,217.35,192.9,2.88,416.47,Section Mismatch,Needs Review,Missing,3,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat."
130,Thoughtmix,XYZW5678P,2021,Q4,130,Lusa Attrie,ABCD12345E,INV-2020-000456,1/30/2020,9761.18,818.85,8/10/2020,9229.71,Credit Card,Zoovu,7105760704,TXN250401000123,false,194IA,2.18,570.73,208.17,90.24,487.34,Section Mismatch,Compliant,Missing,4,Pellentesque eget nunc.
131,Wordtune,ABCDE1234F,2021,Q4,131,Nesta Andrault,WXYZ67890P,INV-2020-000456,1/24/2021,9738.25,401.83,11/26/2021,1970.78,Cheque,Aimbo,8290522153,TXN250401000123,false,194J,3.92,598.42,243.62,138.44,400.57,Section Mismatch,Escalated,Partial,9,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat."
132,Trudoo,LMNO9012Q,2021,Q3,132,Lanette Alderwick,WXYZ67890P,INV-2020-000456,1/1/2021,3813.34,400.14,7/25/2020,1968.08,Cheque,Babbleopia,4543831375,UTR250402000456,true,194C,5.42,582.1,495.88,393.51,142.6,Matched,Escalated,Missing,4,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc."
133,Shufflebeat,ABCDE1234F,2021,Q1,133,Duncan Paddeley,WXYZ67890P,INV-2021-000789,10/11/2021,8047.15,531.73,4/20/2021,6816.78,Cheque,Kwideo,3672875665,UTR250401000123,false,194IA,9.55,407.12,497.53,280.66,302.85,Section Mismatch,Compliant,Partial,8,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.
134,Jabbertype,XYZW5678P,2020,Q4,134,Laurella Hannan,WXYZ67890P,INV-2020-000456,10/27/2021,4874.87,329.82,9/20/2021,2833.87,Bank Transfer,Avamba,1538517772,TXN250401000123,true,194J,3.69,189.61,163.3,161.39,-231.53,Matched,Compliant,Ready,9,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede."
135,Tagopia,LMNO9012Q,2021,Q2,135,Ogdan Oertzen,LMNO90123Q,INV-2021-000789,12/23/2020,6127.57,619.32,2/28/2021,3892.72,Cheque,Yotz,8433769409,UTR250402000456,true,194IA,5.75,981.84,153.91,127.92,-324.99,Section Mismatch,Escalated,Partial,1,"Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus."
136,Browseblab,XYZW5678P,2021,Q4,136,Chad Gerholz,LMNO90123Q,INV-2021-000789,11/8/2020,7225.04,769.52,7/30/2021,9857.52,Credit Card,Kayveo,3630144475,UTR250401000123,false,194IA,9.17,265.68,387.24,126.14,163.18,Section Mismatch,Escalated,Missing,7,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.
137,Yadel,LMNO9012Q,2021,Q3,137,Sunny Cornthwaite,LMNO90123Q,INV-2020-000123,5/26/2021,8023.02,174.59,2/9/2020,7617.67,Credit Card,Edgeclub,6128380327,UTR250402000456,true,194J,2.07,992.68,215.47,104.26,-254.93,Section Mismatch,Escalated,Missing,6,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis."
138,Feedfish,LMNO9012Q,2020,Q4,138,Marissa Doud,WXYZ67890P,INV-2021-000789,6/21/2020,8339.1,804.97,2/13/2020,2242.8,Credit Card,Katz,1423542857,TXN250401000123,true,194IA,5.5,270.0,344.69,31.65,258.56,Missing Credit,Compliant,Ready,9,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
139,Twitterlist,XYZW5678P,2021,Q4,139,Essa Rentoll,LMNO90123Q,INV-2020-000123,1/10/2021,8397.98,288.04,11/21/2021,4071.83,Credit Card,Brainbox,7739493054,UTR250401000123,false,194C,2.51,328.34,498.44,107.39,267.01,Section Mismatch,Escalated,Ready,2,Quisque ut erat. Curabitur gravida nisi at nibh.
140,Gabtune,LMNO9012Q,2020,Q4,140,Sibilla Cosans,WXYZ67890P,INV-2020-000123,3/4/2020,2941.78,813.32,2/15/2021,6475.71,Bank Transfer,Cogilith,6033181828,UTR250401000123,true,194C,1.82,994.25,292.36,420.28,113.33,Matched,Needs Review,Ready,3,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
141,Brainlounge,XYZW5678P,2020,Q2,141,Beltran Bassick,ABCD12345E,INV-2021-000789,10/18/2020,8764.2,504.42,7/23/2021,3418.58,Cheque,Viva,4669996902,TXN250401000123,true,194IA,2.68,150.85,99.93,497.5,-122.46,Missing Credit,Compliant,Missing,8,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.
142,Podcat,ABCDE1234F,2020,Q2,142,Cheryl Shutler,WXYZ67890P,INV-2021-000789,8/21/2021,9587.58,512.79,6/19/2020,6979.53,Bank Transfer,Skipstorm,1599263864,UTR250401000123,false,194IA,5.91,101.05,339.49,77.84,-299.37,Section Mismatch,Needs Review,Partial,2,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero."
143,Plambee,ABCDE1234F,2020,Q3,143,Lilli Scallon,LMNO90123Q,INV-2021-000789,1/14/2021,5809.79,341.7,6/29/2020,2652.19,Cheque,Realpoint,9113165465,TXN250401000123,true,194IA,1.95,418.65,221.55,8.53,111.12,Missing Credit,Needs Review,Missing,1,Praesent lectus.
144,Tazzy,XYZW5678P,2021,Q3,144,Jo-ann Dunnico,WXYZ67890P,INV-2020-000123,10/19/2020,9268.14,393.33,9/21/2021,7325.24,Cheque,Bubblemix,2691927432,TXN250401000123,true,194J,9.37,642.57,410.36,162.38,-133.45,Section Mismatch,Compliant,Ready,4,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
145,Linktype,ABCDE1234F,2021,Q2,145,Elmore Wyrall,WXYZ67890P,INV-2020-000456,12/11/2021,9783.87,238.76,2/25/2021,3273.17,Bank Transfer,Twitternation,5919529397,UTR250402000456,false,194C,6.24,828.49,188.29,373.3,-416.79,Missing Credit,Compliant,Ready,8,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
146,Pixope,XYZW5678P,2021,Q4,146,Averill Southcott,WXYZ67890P,INV-2021-000789,6/13/2020,4187.45,910.1,11/3/2021,5513.12,Bank Transfer,Mymm,7295631462,UTR250402000456,false,194C,4.21,542.97,134.13,190.29,-353.95,Matched,Escalated,Missing,10,"Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus."
147,Gabspot,XYZW5678P,2021,Q3,147,Adelheid Davidavidovics,LMNO90123Q,INV-2020-000123,8/10/2021,5240.92,113.07,12/19/2021,7023.93,Bank Transfer,Jamia,1336520371,TXN250401000123,false,194C,2.15,321.74,338.5,131.45,-208.78,Section Mismatch,Compliant,Partial,2,Curabitur at ipsum ac tellus semper interdum.
148,Voomm,ABCDE1234F,2021,Q1,148,Myranda Ewenson,LMNO90123Q,INV-2020-000123,7/27/2020,5822.12,144.53,6/3/2021,3690.08,Bank Transfer,Leexo,3514793408,UTR250402000456,true,194IA,8.88,199.15,188.96,166.6,263.32,Section Mismatch,Needs Review,Partial,10,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.
149,Edgeify,LMNO9012Q,2021,Q2,149,Ilario Beneyto,WXYZ67890P,INV-2021-000789,10/3/2021,5871.4,405.62,8/11/2020,3199.86,Credit Card,Browsebug,8412393293,TXN250401000123,false,194J,7.95,632.25,7.84,463.42,115.12,Section Mismatch,Needs Review,Partial,4,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis."
150,Yabox,XYZW5678P,2021,Q2,150,Mellicent Pappi,LMNO90123Q,INV-2020-000123,4/4/2021,3161.77,439.26,7/4/2020,8089.64,Cheque,Devpulse,4821014200,UTR250401000123,true,194J,2.67,861.69,466.89,180.99,-381.34,Matched,Compliant,Ready,2,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
151,Lajo,ABCDE1234F,2020,Q4,151,Jeffy Toby,ABCD12345E,INV-2020-000123,6/16/2021,4168.03,122.99,12/20/2020,3234.84,Bank Transfer,Dynabox,2780828720,UTR250402000456,true,194IA,2.26,131.49,295.36,412.38,315.6,Matched,Compliant,Partial,3,Integer ac neque.
152,Devcast,XYZW5678P,2021,Q3,152,Aveline Youle,ABCD12345E,INV-2020-000123,5/24/2020,3955.31,745.26,5/5/2020,7986.54,Credit Card,Nlounge,6111709550,UTR250401000123,true,194J,3.66,107.89,447.59,385.56,-192.41,Missing Credit,Escalated,Ready,8,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris."
153,Twimm,ABCDE1234F,2020,Q1,153,Slade Petrenko,LMNO90123Q,INV-2020-000123,3/25/2020,7223.88,391.74,10/15/2021,3731.09,Credit Card,Yakidoo,9437775999,UTR250401000123,false,194IA,5.77,628.93,295.03,78.93,-385.49,Matched,Needs Review,Missing,10,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem."
154,Fadeo,ABCDE1234F,2020,Q2,154,Westbrooke Buss,LMNO90123Q,INV-2020-000123,2/17/2021,4978.09,357.14,4/13/2020,1691.95,Cheque,Camido,3651730751,UTR250402000456,false,194C,5.96,472.58,307.22,456.86,-59.91,Section Mismatch,Compliant,Partial,5,In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.
155,Devpoint,LMNO9012Q,2021,Q3,155,Linell Lucken,ABCD12345E,INV-2021-000789,3/11/2021,2905.34,712.9,6/22/2020,1265.79,Bank Transfer,Rhynoodle,5397597213,UTR250401000123,true,194IA,5.71,573.39,400.88,299.9,293.98,Section Mismatch,Needs Review,Missing,6,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
156,Meedoo,ABCDE1234F,2021,Q4,156,Rudy Glazebrook,ABCD12345E,INV-2020-000456,11/18/2020,4373.85,595.52,12/10/2020,6083.77,Cheque,Tagfeed,5064500052,UTR250402000456,false,194C,4.71,578.83,26.34,486.28,-15.98,Section Mismatch,Compliant,Missing,3,Nunc purus.
157,Vitz,ABCDE1234F,2020,Q4,157,Dael Swannack,LMNO90123Q,INV-2021-000789,6/3/2021,3662.12,247.39,3/7/2020,9732.96,Credit Card,Skippad,6587588778,TXN250401000123,true,194IA,8.71,273.76,65.91,252.54,455.55,Matched,Needs Review,Missing,9,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque."
158,Blogpad,ABCDE1234F,2020,Q3,158,Shawna Bondley,LMNO90123Q,INV-2020-000456,11/17/2021,9061.02,892.27,9/9/2020,2902.76,Credit Card,Riffpath,3896177287,TXN250401000123,true,194IA,9.26,516.08,164.46,108.4,166.45,Matched,Compliant,Missing,5,"Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum."
159,Jabbertype,ABCDE1234F,2020,Q1,159,Ave Donnan,LMNO90123Q,INV-2020-000456,8/29/2021,9276.06,463.91,9/4/2021,7180.94,Cheque,Edgeify,1990550256,UTR250401000123,true,194IA,3.78,671.49,29.86,334.57,-161.76,Section Mismatch,Compliant,Partial,7,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend."
160,Yodoo,ABCDE1234F,2020,Q2,160,Kesley Harvatt,LMNO90123Q,INV-2020-000123,9/15/2021,7318.66,126.56,12/6/2021,8919.93,Bank Transfer,Browsecat,8730589956,TXN250401000123,true,194IA,2.96,974.24,118.06,246.97,-19.61,Section Mismatch,Compliant,Ready,4,"Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue."
161,Zava,XYZW5678P,2021,Q4,161,Fidelity Martel,ABCD12345E,INV-2021-000789,4/10/2020,7732.53,226.6,3/17/2021,5118.54,Cheque,Yozio,1120380236,TXN250401000123,false,194J,2.93,178.78,408.46,182.92,50.83,Missing Credit,Needs Review,Partial,8,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa."
162,Meetz,XYZW5678P,2020,Q4,162,Meredith Cazereau,ABCD12345E,INV-2021-000789,5/27/2020,8019.5,321.95,10/27/2021,6497.65,Bank Transfer,Vimbo,7776636184,UTR250401000123,false,194C,7.18,670.28,181.94,170.86,131.19,Section Mismatch,Escalated,Ready,6,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue."
163,Centizu,LMNO9012Q,2020,Q3,163,Dorelia Cossans,WXYZ67890P,INV-2020-000456,10/23/2020,7635.71,745.35,1/22/2021,9004.25,Bank Transfer,Jayo,2942612975,TXN250401000123,true,194J,5.48,230.61,155.17,421.55,430.07,Section Mismatch,Needs Review,Ready,8,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui."
164,Oyoyo,XYZW5678P,2020,Q4,164,Sheffy Tournay,ABCD12345E,INV-2020-000456,5/20/2021,8567.0,795.41,8/17/2021,3836.06,Cheque,Wordtune,7662014366,TXN250401000123,false,194IA,6.93,454.69,435.79,163.15,425.4,Matched,Needs Review,Partial,4,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem."
165,Voonte,ABCDE1234F,2021,Q2,165,Agnella Wardrop,WXYZ67890P,INV-2020-000123,3/26/2020,2551.55,425.31,5/14/2021,9180.4,Cheque,Twitterlist,5676537286,TXN250401000123,true,194J,5.45,337.12,397.84,464.37,-95.47,Missing Credit,Escalated,Ready,9,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.
166,Kwinu,XYZW5678P,2021,Q3,166,Mara Siderfin,WXYZ67890P,INV-2020-000456,8/27/2020,2223.36,926.19,1/21/2020,3465.72,Bank Transfer,Cogilith,9511748890,UTR250402000456,true,194IA,7.03,806.64,56.3,378.09,318.31,Section Mismatch,Compliant,Missing,10,Praesent blandit.
167,Quinu,LMNO9012Q,2020,Q2,167,Ulrike Garbert,WXYZ67890P,INV-2020-000456,8/23/2020,8703.36,102.74,1/6/2021,3912.96,Credit Card,Buzzshare,7244788104,UTR250402000456,false,194C,5.96,718.91,459.75,193.89,151.3,Missing Credit,Escalated,Ready,2,Suspendisse potenti. Cras in purus eu magna vulputate luctus.
168,Feednation,LMNO9012Q,2021,Q1,168,Jerrilyn Mahaddie,LMNO90123Q,INV-2021-000789,11/21/2020,3688.16,240.47,2/29/2020,5183.83,Credit Card,Browsezoom,3766527151,UTR250401000123,true,194C,7.77,664.07,338.72,8.22,304.05,Matched,Needs Review,Missing,7,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque."
169,Browsecat,ABCDE1234F,2021,Q4,169,Chadd Moores,ABCD12345E,INV-2020-000123,2/1/2021,4661.51,345.76,3/31/2021,3773.56,Bank Transfer,Trudoo,4596363705,TXN250401000123,false,194J,8.33,523.63,459.35,475.36,305.63,Matched,Escalated,Ready,9,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla."
170,Jaxworks,XYZW5678P,2021,Q4,170,Gregorius Gatheridge,ABCD12345E,INV-2020-000123,6/1/2021,5998.14,633.24,1/27/2020,3245.58,Credit Card,Roodel,4450459347,UTR250402000456,false,194IA,3.29,432.88,226.99,359.82,-148.02,Missing Credit,Needs Review,Partial,3,"Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti."
171,Camimbo,LMNO9012Q,2020,Q4,171,Perla Erett,WXYZ67890P,INV-2020-000456,5/16/2020,7475.41,297.28,12/24/2020,3614.97,Bank Transfer,Eare,5683157012,UTR250401000123,false,194C,1.75,535.33,246.96,107.63,-425.56,Section Mismatch,Compliant,Missing,5,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
172,Skynoodle,LMNO9012Q,2020,Q2,172,Ira Weston,ABCD12345E,INV-2020-000123,6/11/2020,7028.79,657.06,3/11/2020,3745.9,Cheque,Quimba,2268628379,UTR250401000123,false,194C,1.83,160.08,399.36,188.48,368.39,Matched,Escalated,Ready,5,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.
173,Camimbo,ABCDE1234F,2021,Q3,173,Jessica Beteriss,WXYZ67890P,INV-2020-000456,6/15/2021,3610.43,369.97,9/15/2021,2561.98,Credit Card,Kwideo,7082069371,UTR250401000123,false,194C,2.8,427.16,117.04,425.03,385.27,Missing Credit,Escalated,Missing,1,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam."
174,Meembee,ABCDE1234F,2020,Q4,174,Konstanze Guidetti,WXYZ67890P,INV-2021-000789,12/7/2021,1144.85,979.67,3/18/2021,6600.99,Cheque,Topicware,7939203338,UTR250402000456,false,194IA,1.59,420.28,378.21,62.41,-376.15,Section Mismatch,Compliant,Partial,5,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus."
175,Browseblab,LMNO9012Q,2021,Q1,175,Drusie Oliff,WXYZ67890P,INV-2021-000789,5/28/2020,9462.41,201.86,8/26/2020,1450.97,Bank Transfer,Vipe,3193348277,TXN250401000123,true,194J,3.06,104.78,14.71,178.29,256.07,Section Mismatch,Escalated,Ready,9,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero."
176,Edgetag,LMNO9012Q,2021,Q1,176,Thedrick Rapp,ABCD12345E,INV-2020-000456,9/7/2020,1706.61,931.03,12/22/2021,8824.98,Bank Transfer,Feednation,5117580377,UTR250402000456,false,194IA,2.84,109.33,269.55,458.95,-484.4,Missing Credit,Needs Review,Ready,5,"Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum."
177,Twitternation,ABCDE1234F,2021,Q4,177,Tonnie Jelley,WXYZ67890P,INV-2020-000123,12/6/2021,1747.56,237.74,12/24/2020,1276.09,Cheque,Jaxspan,4607376076,UTR250402000456,false,194J,8.22,866.9,30.85,304.53,-489.57,Section Mismatch,Compliant,Partial,9,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc."
178,Avamba,ABCDE1234F,2021,Q4,178,Julina Balderston,ABCD12345E,INV-2021-000789,11/1/2020,1172.45,384.48,4/26/2021,4212.54,Credit Card,Aimbu,1635110548,UTR250401000123,false,194IA,5.49,339.36,152.26,114.07,-49.72,Matched,Needs Review,Missing,10,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum."
179,Wikibox,XYZW5678P,2020,Q2,179,Dyanna Deyes,LMNO90123Q,INV-2021-000789,7/22/2021,9199.84,666.71,2/2/2021,9548.79,Bank Transfer,Edgeify,8341872950,UTR250401000123,false,194C,8.97,624.94,242.26,198.07,389.61,Missing Credit,Needs Review,Missing,9,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
180,Rhyloo,LMNO9012Q,2021,Q2,180,Fabien Caldera,LMNO90123Q,INV-2020-000456,8/10/2020,1620.54,431.24,5/27/2020,6041.57,Cheque,Wikizz,2966261831,TXN250401000123,false,194C,5.2,599.28,26.7,465.3,-353.73,Missing Credit,Compliant,Ready,2,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
181,Fliptune,XYZW5678P,2020,Q3,181,Faina Nerval,ABCD12345E,INV-2020-000456,10/13/2020,6408.19,137.12,5/10/2021,8220.41,Bank Transfer,Zoombeat,7654407415,UTR250401000123,true,194J,1.9,309.19,77.64,39.21,1.3,Missing Credit,Needs Review,Ready,8,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet."
